用户主页url,用户名称,用户性别,ip地址,用户评论
https://space.bilibili.com/490308915,范特西阿,保密,IP属地：黑龙江,@小帅才-
https://space.bilibili.com/67915685,OffGrid,保密,IP属地：云南,唉，云南
https://space.bilibili.com/12089037,Sweet细雨,男,IP属地：福建,这tm是自己发的？
https://space.bilibili.com/1661610901,天稍晴,保密,IP属地：江苏,举报永雏塔菲喵
https://space.bilibili.com/589646531,滴蒂哒达,保密,IP属地：安徽,[永雏塔菲_喵喵拳]
https://space.bilibili.com/647186088,青空ua,女,IP属地：上海,[永雏塔菲_尴尬][永雏塔菲_尴尬]
https://space.bilibili.com/437757567,wfany66,男,IP属地：江苏,一看头比身子大，实则手比小脑大
https://space.bilibili.com/397522323,april_qaq,保密,IP属地：四川,[UP_1265680561_啊啊]
https://space.bilibili.com/3493279888837023,纸阴倪肽煤,保密,IP属地：河北,@Kei质
https://space.bilibili.com/1000264837,amamiyamisaki,女,IP属地：四川,[UP_1265680561_爆金币咯][UP_1265680561_爆金币咯][UP_1265680561_爆金币咯][UP_1265680561_爆金币咯][UP_1265680561_升天][UP_1265680561_升天][UP_1265680561_升天][UP_1265680561_升天][UP_1265680561_啊啊][UP_1265680561_啊啊][UP_1265680561_啊啊][UP_1265680561_啊啊][UP_1265680561_单推塔菲][UP_1265680561_单推塔菲][UP_1265680561_单推塔菲][UP_1265680561_好听][UP_1265680561_好听][UP_1265680561_好听]
https://space.bilibili.com/419760913,好-好-好-好,保密,IP属地：广东,[永雏塔菲·1883_开派对咯]
https://space.bilibili.com/384764334,而紫,保密,IP属地：北京,@shuai柏
https://space.bilibili.com/1055282488,shuai柏,女,IP属地：云南,（？）
https://space.bilibili.com/1165662439,起幸娱乐有限公司,保密,IP属地：福建,[永雏塔菲·1883_最爱你了]
https://space.bilibili.com/1984155180,cn七七_,保密,IP属地：安徽,热水器玩的不错[辣眼睛]
https://space.bilibili.com/291948969,-晚晚可爱喵-,保密,IP属地：四川,生日快乐喵
https://space.bilibili.com/99449475,萦惑之砂,女,IP属地：山东,[永雏塔菲_令人兴奋][永雏塔菲_令人兴奋][永雏塔菲_令人兴奋][永雏塔菲_令人兴奋]
https://space.bilibili.com/382416487,Shyya,女,IP属地：安徽,[粉妆玉琢_已无敌]
https://space.bilibili.com/88513621,把虚伪格式化_,男,IP属地：四川,抖1v的含金量
https://space.bilibili.com/2000037496,理不尽Endless,男,IP属地：山东,看恩了
https://space.bilibili.com/648434102,账号已注销,保密,IP属地：贵州,[粉妆玉琢_糖]
https://space.bilibili.com/338152004,刺杀敞篷车,男,IP属地：湖北,[永雏塔菲·1883_拿下][永雏塔菲·1883_拿下][永雏塔菲·1883_喵]
https://space.bilibili.com/2119585833,还是好困哦,男,IP属地：安徽,说是热水器女王不是没有道理的
https://space.bilibili.com/386277021,Atom-U-Boot核艇,男,IP属地：德国,[永雏塔菲_NO喵!]
https://space.bilibili.com/35064959,正在输入的希尔薇,男,IP属地：河北,最硬的一集
https://space.bilibili.com/2018780054,芜湖小雪生,保密,IP属地：河南,@忆晚清萧
https://space.bilibili.com/11215057,完美亚洲数据流,男,IP属地：江苏,@阿丢diua
https://space.bilibili.com/273385613,阿丢diua,男,IP属地：河南,滚
https://space.bilibili.com/651986722,海濑海濑海,女,IP属地：陕西,@花生jin
https://space.bilibili.com/391513954,花生jin,男,IP属地：未知,好好好
https://space.bilibili.com/1314819996,我叫淡紫儿,保密,IP属地：贵州,好看喵
https://space.bilibili.com/114525296,鱼籽仔仔,保密,IP属地：江苏,@妾身竟美丽至此 最喜欢的一集[永雏塔菲·1883_最爱你了]
https://space.bilibili.com/1965897450,桃惠桃惠,保密,IP属地：河南,@转不了正的年轻人
https://space.bilibili.com/1540870181,爱爱爱爱爱莉莉莉,男,IP属地：广东,笑死我了
https://space.bilibili.com/409253936,大侦探福尔摩喵,男,IP属地：江苏,[UP_1265680561_啊啊]
https://space.bilibili.com/1429988675,M小s,男,IP属地：广东,有气无力啊
https://space.bilibili.com/629273399,永雏塔非official,保密,IP属地：陕西,@生抽生抽
https://space.bilibili.com/1400587280,什么二次元我素现充,女,IP属地：陕西,@我是超级坏线虫
https://space.bilibili.com/36016785,夹击妹抖ぴ,保密,IP属地：广东,老头发力了
https://space.bilibili.com/28385337,不要挂科就好了,保密,IP属地：广东,不懂就问，她干啥了
https://space.bilibili.com/1795704847,小烁吃了吗,男,IP属地：山东,粒了
https://space.bilibili.com/547897590,小米是个人,保密,IP属地：河北,1:01
https://space.bilibili.com/69490180,VCA2023,保密,IP属地：江苏,[永雏塔菲_喵喵拳][Cat2_Boom!]
https://space.bilibili.com/509576144,烈不浓,男,IP属地：河南,臂力赛挑担了
https://space.bilibili.com/364699881,地基与鲅鱼,保密,IP属地：重庆,我爱你
https://space.bilibili.com/569009292,消纳,保密,IP属地：北京,[永雏塔菲_哈哈哈][永雏塔菲_哈哈哈][永雏塔菲_哈哈哈]
https://space.bilibili.com/496086146,可可西里之死,保密,IP属地：陕西,看塔菲看的
https://space.bilibili.com/336040001,白米真可爱,女,IP属地：广东,[永雏塔菲·1883_喵]
https://space.bilibili.com/403847352,大风鼠,男,IP属地：安徽,@大稽灵 最逆天的一集
https://space.bilibili.com/1726891936,猫厂最菜选手,保密,IP属地：四川,[永雏塔菲_尴尬]
https://space.bilibili.com/1601052448,4everか,女,IP属地：福建,@雨宮纱纱 下面是不是装小玩具了[尴尬]
https://space.bilibili.com/50695105,垃圾快去死,保密,IP属地：安徽,@SAO_风
https://space.bilibili.com/390177492,秘制汉堡吃了没病,保密,IP属地：江苏,太逆天了
https://space.bilibili.com/113659812,-繁笺花-,男,IP属地：海南,可爱喵[永雏塔菲·1883_最爱你了][永雏塔菲·1883_最爱你了][永雏塔菲·1883_最爱你了]
https://space.bilibili.com/487481804,账号已注销,保密,IP属地：内蒙古,[永雏塔菲·1883_拿下]
https://space.bilibili.com/627808366,舞花blossom,保密,IP属地：福建,[永雏塔菲·1883_最爱你了]
https://space.bilibili.com/443042158,阿君_全肯定bot,男,IP属地：湖北,[UPOWER_1265680561_关][UPOWER_1265680561_注][UPOWER_1265680561_永][UPOWER_1265680561_雏][UPOWER_1265680561_塔][UPOWER_1265680561_菲][永雏塔菲·1883_喵]，[UPOWER_1265680561_关][UPOWER_1265680561_注][UPOWER_1265680561_永][UPOWER_1265680561_雏][UPOWER_1265680561_塔][UPOWER_1265680561_菲][UPOWER_1265680561_谢谢喵]
https://space.bilibili.com/388241612,古明地峦,男,IP属地：上海,[永雏塔菲·1883_别急]
https://space.bilibili.com/361654612,嘉良神,保密,IP属地：广西,[永雏塔菲·1883_结晶][永雏塔菲·1883_结晶][永雏塔菲·1883_结晶]
https://space.bilibili.com/79646528,安可吖-,保密,IP属地：广东,[永雏塔菲·1883_安心]
https://space.bilibili.com/441456099,赤月Official,男,IP属地：河北,后面有老头喵[永雏塔菲_好热][永雏塔菲_好热][永雏塔菲_好热][永雏塔菲_好热]
https://space.bilibili.com/47168728,好事高手,保密,IP属地：重庆,[永雏塔菲·1883_双手抱胸][永雏塔菲·1883_王牌级][永雏塔菲·1883_切割]
https://space.bilibili.com/1466224608,永雏塔菲opficial,保密,IP属地：辽宁,@赤井東今天吃什么
https://space.bilibili.com/44771270,赤井東,保密,IP属地：辽宁,[永雏塔菲·1883_钓鱼]
https://space.bilibili.com/1466224608,永雏塔菲opficial,保密,IP属地：辽宁,回复 @赤井東 :小菲跳单忘关了[UP_1265680561_啊啊][UP_1265680561_啊啊]
https://space.bilibili.com/648346795,哥哥吃头孢了,女,IP属地：安徽,我天呢小菲柱
https://space.bilibili.com/3493121270745693,否定相互感觉,保密,IP属地：江西,我玩原神怎么了你了
https://space.bilibili.com/255466208,鹤丸与夏,女,IP属地：河北,[未定事件簿_扶额]
https://space.bilibili.com/356915094,倾心捏,男,IP属地：陕西,举办了[UP_1265680561_爆金币咯]
https://space.bilibili.com/35381282,TianPool,男,IP属地：浙江,[永雏塔菲·1883_别急]
https://space.bilibili.com/3461577642608812,账号已注销,保密,IP属地：江苏,唐
https://space.bilibili.com/345967748,戴庄苏院长,女,IP属地：山东,【UP_1265680561_啊啊】【UP_1265680561_啊啊】【UP_1265680561_啊啊】
https://space.bilibili.com/439143444,杨氏魔量,男,IP属地：江苏,哥们你们是真变态啊
https://space.bilibili.com/1672002509,耶路撒冷的鲍德温一世,男,IP属地：广东,粗来了
https://space.bilibili.com/98322349,荒川钓鱼人,男,IP属地：北京,@ksasha 刺激
https://space.bilibili.com/290836426,iweuw,女,IP属地：北京,你小子
https://space.bilibili.com/15373551,丸丼イックス葉,保密,IP属地：山西,[UP_1265680561_啊啊][UP_1265680561_啊啊][UP_1265680561_啊啊]
https://space.bilibili.com/1646714167,缘落乔,保密,IP属地：辽宁,@处酱想让大家做我翅膀
https://space.bilibili.com/1318912552,哭笑摸头拒战,男,IP属地：广东,早知道当时我就温柔点了
https://space.bilibili.com/514064759,这花本想送她,保密,IP属地：河南,6666
https://space.bilibili.com/437940288,bili_437940288,男,IP属地：黑龙江,🐍的最多的一集
https://space.bilibili.com/36091245,最爱Anyma,女,IP属地：云南,每日一溜😋@与你一生相伴
https://space.bilibili.com/507186520,乾隆八旗军,男,IP属地：浙江,[UP_1265680561_啊啊]
https://space.bilibili.com/1352572227,御怨七章,保密,IP属地：海南,可爱喵
https://space.bilibili.com/36232159,Sucok,男,IP属地：河南,小宝宝要抖掉了
https://space.bilibili.com/482068416,王师傅步履不停,保密,IP属地：四川,可爱喵
https://space.bilibili.com/5775287,右小心说再见,男,IP属地：广东,[热词系列_不孤鸟]
https://space.bilibili.com/494963100,林黛玉倒砍垂杨柳,女,IP属地：黑龙江,[星星眼]
https://space.bilibili.com/440754667,铃堡,男,IP属地：山东,@丶月池薰丶 底下是你吧🤗
https://space.bilibili.com/41079073,丶月池薰丶,男,IP属地：河南,哥，你真有劲儿
https://space.bilibili.com/229561561,FayeeValentine,保密,IP属地：广东,抖纽曼筹备
https://space.bilibili.com/175909360,陶比特今天吃什么,男,IP属地：北京,@传说中的驴神 @ibo學無止境
https://space.bilibili.com/35325947,最强の电击使,保密,IP属地：浙江,😭😭😭
https://space.bilibili.com/98999763,anywaywellbeing,保密,IP属地：江苏,呃呃
https://space.bilibili.com/335077083,高木刑事,男,IP属地：贵州,[永雏塔菲_好热]
https://space.bilibili.com/70546196,剑舞的黑白,保密,IP属地：湖北,还都是塔菲
https://space.bilibili.com/115326236,bili_115326236,保密,IP属地：浙江,是不是甲亢啊，抖
https://space.bilibili.com/12529019,梦の伊人,男,IP属地：广东,我抱井了
https://space.bilibili.com/1870543522,苹果树上的猫C,保密,IP属地：湖南,[星星眼]
https://space.bilibili.com/2113570908,谁家fufu爱吃大葱,保密,IP属地：广东,搞热水器，举办举办[脱单doge]
https://space.bilibili.com/12453135,差不多畜生,保密,IP属地：湖北,@エイリアン
https://space.bilibili.com/668256497,君离今天吃什么,男,IP属地：北京,已举办
https://space.bilibili.com/24774334,岸边海豹糕,保密,IP属地：广西,[嘉然2.0_可爱捏][嘉然2.0_可爱捏][嘉然2.0_可爱捏]
https://space.bilibili.com/405016538,超级蓝天大人,男,IP属地：辽宁,[嘉然2.0_早上好][嘉然2.0_早上好][嘉然2.0_早上好]
https://space.bilibili.com/10235511,灰烬大人_,男,IP属地：浙江,放大了原片段没了
https://space.bilibili.com/440775351,小____小梦魇,保密,IP属地：重庆,@Cafune-uki3
https://space.bilibili.com/51310928,不许说她她是我,保密,IP属地：浙江,举办了
https://space.bilibili.com/110162367,倆澪,男,IP属地：贵州,最喜欢的一集
https://space.bilibili.com/21432143,kuga4,保密,IP属地：江苏,最喜欢的一集
https://space.bilibili.com/350488167,常盘台的大小姐_,保密,IP属地：广东,换源了？视频不一样
https://space.bilibili.com/473903350,一只废喵ovo,女,IP属地：浙江,什么21条三体
https://space.bilibili.com/1812897302,liabilityxxx,保密,IP属地：江苏,？ 这太离谱了
https://space.bilibili.com/1327110190,嘿_球球,保密,IP属地：河北,剪了一段
https://space.bilibili.com/226059680,浦饭--幽助,保密,IP属地：河北,举办了
https://space.bilibili.com/485971026,虚张声势而已捏,男,IP属地：河北,@野生的小鸟
https://space.bilibili.com/22222244,野生的小鸟,保密,IP属地：河北,看过了
https://space.bilibili.com/87211924,是新八唧,男,IP属地：新疆,老头偷偷发力
https://space.bilibili.com/385123095,Mysticiii,保密,IP属地：江西,[UP_1265680561_单推塔菲][UP_1265680561_单推塔菲][UP_1265680561_单推塔菲]
https://space.bilibili.com/226222091,白昼夢゜,保密,IP属地：黑龙江,[热]
https://space.bilibili.com/12010564,弗愛,男,IP属地：陕西,老头泡的茶
https://space.bilibili.com/351213296,天王寺家的茜,保密,IP属地：贵州,唐完了喵
https://space.bilibili.com/284478999,盯真今天吃嘉然,男,IP属地：新疆,节目效果太逆天了
https://space.bilibili.com/7942158,supercxxxxxxxx,保密,IP属地：浙江,起      了
https://space.bilibili.com/479105325,嘉然今天反杀塔菲,男,IP属地：江苏,[给心心]
https://space.bilibili.com/398320779,柯楠莫得感情,男,IP属地：河北,纯路人，为什么不用之前那个皮了？
https://space.bilibili.com/32375759,我想要在月亮上睡觉,保密,IP属地：广东,怎么改视频了
https://space.bilibili.com/478070864,嗯嗯嗯嗯嗯嗯滚,女,IP属地：广东,可爱捏
https://space.bilibili.com/36836306,世界第ニ公主殿下,男,IP属地：河南,？这tm是啥
https://space.bilibili.com/1816657,戰刃骸,保密,IP属地：福建,老头发力了
https://space.bilibili.com/1214265088,gaburiruuuuuuu,保密,IP属地：河南,两眼一白 多重意义
https://space.bilibili.com/1938162580,画中离弦,保密,IP属地：广东,[永雏塔菲_嘲笑][永雏塔菲_嘲笑][永雏塔菲_嘲笑]
https://space.bilibili.com/2089252258,沐子-ovo,保密,IP属地：山东,？？；；
https://space.bilibili.com/701887255,观夫,保密,IP属地：重庆,有人能说说是怎么回事吗？
https://space.bilibili.com/441912222,Arciso,保密,IP属地：黑龙江,@孟婆来份猫饼 啊啊啊啊啊啊
https://space.bilibili.com/87848777,FANQWQ丶,保密,IP属地：江西,[笑哭][笑哭]，[笑哭][笑哭][笑哭][笑哭][笑哭][笑哭][笑哭]
https://space.bilibili.com/231165929,silence丶晨末,保密,IP属地：广西,是跳单吗[脸红]
https://space.bilibili.com/296036767,柯罗krau,男,IP属地：河南,怎么又回来啦
https://space.bilibili.com/1717856837,米诺小队长,保密,IP属地：河北,呃呃
https://space.bilibili.com/489409425,啵啵心宜341,女,IP属地：山东,难蚌
https://space.bilibili.com/94588895,香蕉鱼awa,男,IP属地：河南,复活[永雏塔菲_哈哈哈]
https://space.bilibili.com/484330931,Pink__D,保密,IP属地：上海,既然是长公主，那么后半段身体也可以放出来罢[永雏塔菲_嘤嘤嘤][UP_1265680561_啊啊]
https://space.bilibili.com/3686689,纪渤常,男,IP属地：河北,[UP_1265680561_单推塔菲]
https://space.bilibili.com/1838312044,litttlight__,保密,IP属地：上海,怎么被删减了？
https://space.bilibili.com/1720140162,江東行臺,保密,IP属地：日本,唐唐复活[永雏塔菲_令人兴奋][永雏塔菲_令人兴奋][永雏塔菲_令人兴奋]
https://space.bilibili.com/18541581,梦見,保密,IP属地：云南,还能再举办一次吗[永雏塔菲_嘲笑]
https://space.bilibili.com/172432956,碧瞳的爱丽丝,男,IP属地：黑龙江,复活！
https://space.bilibili.com/1513905283,Ultra_Yu-Ren,男,IP属地：上海,[永雏塔菲_哈哈哈]
https://space.bilibili.com/15453955,奏动心弦_,男,IP属地：福建,[永雏塔菲_对呀对呀]
https://space.bilibili.com/92669114,回る空うさぎ,保密,IP属地：上海,[永雏塔菲_喵喵拳]
https://space.bilibili.com/92436487,1樱空释,保密,IP属地：安徽,(ฅ∀<`๑)♡❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️可爱
https://space.bilibili.com/33823026,莫云夕丶,男,IP属地：江苏,@碎灿
https://space.bilibili.com/402569576,大夏-龙雀,男,IP属地：四川,呃呃呃
https://space.bilibili.com/77503460,红烧干脆面小浣熊,保密,IP属地：河南,[永雏塔菲_好热][永雏塔菲_好热][永雏塔菲_好热][永雏塔菲_开派对咯]
https://space.bilibili.com/40065619,武装皮纳榻,男,IP属地：浙江,已举办😡
https://space.bilibili.com/501214947,紫薯好好吃m,男,IP属地：广东,@你不知道我叫啥 [2233娘_大笑][2233娘_大笑][2233娘_大笑]
https://space.bilibili.com/1944015,醬紫梓梓梓-あずさ,保密,IP属地：广东,[UP_1265680561_啊啊][UP_1265680561_啊啊][UP_1265680561_啊啊][UP_1265680561_啊啊]
https://space.bilibili.com/398609223,57TOB,保密,IP属地：广东,🧻[花园Serena2_慌乱]
https://space.bilibili.com/398609223,57TOB,保密,IP属地：广东,萌宠倒是没错
https://space.bilibili.com/9492621,季游灵,男,IP属地：湖北,路段
https://space.bilibili.com/33758765,沉溺在妄想中,男,IP属地：河南,[小可学妹_出生]
https://space.bilibili.com/146702375,到处闲逛的,男,IP属地：上海,纯露人 举办了
https://space.bilibili.com/382760566,氿太郎,男,IP属地：甘肃,@熙-熙熙 裂开了
https://space.bilibili.com/400312460,圆圆芝麻海豹,保密,IP属地：湖南,抖音外放是吧
https://space.bilibili.com/41728682,小小鸟大大鸠,保密,IP属地：山西,[Hiiro二周年_两眼一黑]
https://space.bilibili.com/11363821,離嶋,保密,IP属地：广东,[向晚2.0_震惊小向晚][向晚2.0_震惊小向晚][向晚2.0_震惊小向晚]
https://space.bilibili.com/480620852,Ace-Taffy,保密,IP属地：北京,[猫雷Nyaru_？]
https://space.bilibili.com/3586669,牛们魔酬宾,男,IP属地：广东,呃呃喵
https://space.bilibili.com/166506798,主播能借我4万吗,保密,IP属地：河南,！！！！！！
https://space.bilibili.com/103345728,大米洗澡,保密,IP属地：黑龙江,@狂雷小黑
https://space.bilibili.com/165640493,水饺zZ,保密,IP属地：湖北,[笑哭]，[辣眼睛]
https://space.bilibili.com/180909923,夙啊啊啊啊愿,男,IP属地：吉林,啊
https://space.bilibili.com/350488167,常盘台的大小姐_,保密,IP属地：广东,你是哪个省的？
https://space.bilibili.com/325548527,琉璃Rachel,男,IP属地：未知,笑死我了哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
https://space.bilibili.com/12837295,苟活或惑祸,男,IP属地：重庆,[永雏塔菲_嘲笑]
https://space.bilibili.com/25734371,iCantKnow,男,IP属地：吉林,大家想看的东西
https://space.bilibili.com/8058748,SxtoxA,男,IP属地：江苏,台阶兄弟，我是斯塔克
https://space.bilibili.com/1528815299,嘉然最爱的嘉心糖,女,IP属地：浙江,我发力了😋😋😋
https://space.bilibili.com/439034872,月亮像跟踪狂,保密,IP属地：广西,后台基岩吗？
https://space.bilibili.com/228797235,祐鸟,保密,IP属地：广东,逆天
https://space.bilibili.com/517439625,永雏水爱,男,IP属地：安徽,我早已路段
https://space.bilibili.com/33927629,兩千萬復活甲,保密,IP属地：江苏,[永雏塔菲_好热][UP_1265680561_啊啊][UP_1265680561_升天]
https://space.bilibili.com/34082395,白猫橘子,保密,IP属地：河北,逆天[UP_1265680561_啊啊]
https://space.bilibili.com/88225737,何木头0204,男,IP属地：北京,@一扇窗户
https://space.bilibili.com/909645,想做你的新娘子,保密,IP属地：山西,@鑫月雨衣
https://space.bilibili.com/83660945,鹿岛前辈,男,IP属地：江西,@学习使我进步啊啊啊
https://space.bilibili.com/1123842860,学习使我进步啊啊啊,男,IP属地：江西,两眼一黑，太强了
https://space.bilibili.com/27434322,炸天帮王维,男,IP属地：山东,我想转世成为热水器
https://space.bilibili.com/30573221,天才美少女赫之泪月,男,IP属地：安徽,没活可以咬打火机
https://space.bilibili.com/1921230894,账号已注销,保密,IP属地：浙江,什么成分啊
https://space.bilibili.com/1921230894,账号已注销,保密,IP属地：浙江,回复 @Iilmonix3 :行
https://space.bilibili.com/668989047,两面包夹娃娃,男,IP属地：甘肃,😋
https://space.bilibili.com/155981136,夏色未来,男,IP属地：北京,这视频怎么有股糊味
https://space.bilibili.com/193733823,理塘电鳗,保密,IP属地：广东,哈哈哈
https://space.bilibili.com/280051575,电子pico梦到虚拟鸟巢,男,IP属地：天津,每天一溜
https://space.bilibili.com/520297876,言言喵w,保密,IP属地：广东,[永雏塔菲_疑惑]
https://space.bilibili.com/674456279,吃饱了撑的就去soul啊,男,IP属地：河南,王德发？已举办
https://space.bilibili.com/298665136,珈心牌口香糖,男,IP属地：山东,纯路人，可以开趴么?
https://space.bilibili.com/547836681,星瞳女粉,男,IP属地：辽宁,有一种唐氏的美
https://space.bilibili.com/38769399,枳生淮南则为橘-,保密,IP属地：广东,太唐了
https://space.bilibili.com/876802,东云沐月,保密,IP属地：贵州,纯路人，这是她的直播特色吗？
https://space.bilibili.com/547836681,星瞳女粉,男,IP属地：辽宁,是的
https://space.bilibili.com/16712359,嘉心鼠片,保密,IP属地：广东,下面怎么没推荐了😂
https://space.bilibili.com/3729842,你们彻底疯了,女,IP属地：甘肃,老头颠勺
https://space.bilibili.com/397778137,洞穴鲶,保密,IP属地：天津,比亚迪·唐
https://space.bilibili.com/434848525,喜欢剥皮,保密,IP属地：山西,已举办
https://space.bilibili.com/107659950,五等分的夹心酱,保密,IP属地：湖北,@小天Zzzz
https://space.bilibili.com/32714950,鱼可真的可,男,IP属地：河北,几号的直播
https://space.bilibili.com/357705520,特能雷普,保密,IP属地：辽宁,[永雏塔菲_晕了][永雏塔菲_晕了]
https://space.bilibili.com/36011,.眩晕.Blackout.,男,IP属地：河北,笑死了
https://space.bilibili.com/2105968905,账号已注销,保密,IP属地：黑龙江,狠活！
https://space.bilibili.com/37721429,bili差不多得了,男,IP属地：山东,塔菲全自动🤤🤤
https://space.bilibili.com/42410601,雾之湖扛把子-Firmiana,男,IP属地：河北,[UP_1265680561_啊啊]
https://space.bilibili.com/546953895,不会送信的邮差,男,IP属地：江苏,是不是从切片man那里偷的投稿啊
https://space.bilibili.com/545367739,Neuroplorer,保密,IP属地：山东,😭😭😭😭
https://space.bilibili.com/73796092,CRK48-Kerman,保密,IP属地：山东,逆天
https://space.bilibili.com/1531781519,古明地下铁,保密,IP属地：日本,什么b动静
https://space.bilibili.com/346092711,小宇每天都在冲浪,男,IP属地：四川,@吹凉风的青叶 @維珍利蘭奧林比安
https://space.bilibili.com/358702198,吹凉风的青叶,男,IP属地：山东,已经溜过了喵[永雏塔菲_令人兴奋]
https://space.bilibili.com/243860744,云晚意挽忆,保密,IP属地：河北,《萌宠》
https://space.bilibili.com/1595006928,sommyx,保密,IP属地：河北,别似，taffy
https://space.bilibili.com/354052703,法老之鹰向你报到,保密,IP属地：安徽,[UP_1265680561_单推塔菲]
https://space.bilibili.com/688276648,贝拉你不讲理,保密,IP属地：山东,说话！
https://space.bilibili.com/85882015,忆岁伤,男,IP属地：河南,太逆天了，卧槽😆
https://space.bilibili.com/293044436,别在路口等待卡车了,保密,IP属地：山东,[永雏塔菲_开派对咯][永雏塔菲_开派对咯]
https://space.bilibili.com/290538942,中了5000万,男,IP属地：江苏,已举办[永雏塔菲_喵喵拳][永雏塔菲_喵喵拳]
https://space.bilibili.com/472693771,第一次与你交谈,男,IP属地：重庆,[永雏塔菲_NO喵!][永雏塔菲_NO喵!][永雏塔菲_NO喵!]
https://space.bilibili.com/117394494,琪亚娜酱daisuki,保密,IP属地：韩国,封面难蚌
https://space.bilibili.com/123114119,-DeFlamed_,男,IP属地：河北,不行，太逆天了，评论也是
https://space.bilibili.com/39933303,管人叔叔lex能不能die啊,男,IP属地：美国,关注塔菲喵
https://space.bilibili.com/23106130,你说我是芝士蛋糕,保密,IP属地：山西,天才
https://space.bilibili.com/256099283,吃貨蝙蝠俠1,男,IP属地：云南,[OK]
https://space.bilibili.com/110189209,草加不雅人,保密,IP属地：江苏,@DynamicKR 是不是你干的
https://space.bilibili.com/1651961,喵喵御坂御坂,保密,IP属地：新疆,好喵好喵
https://space.bilibili.com/1667529823,评论区灯光师-李栋宇,男,IP属地：山西,哈哈哈哈，太搞了这个[大笑][大笑][大笑][大笑]
https://space.bilibili.com/166412894,Chris7ina,保密,IP属地：福建,灌注永雏塔菲喵，灌注永雏塔菲谢谢喵[UP_1265680561_啊啊]
https://space.bilibili.com/631012295,咸虾文鱼板面,保密,IP属地：陕西,主播和伊泽瑞尔什么关系？
https://space.bilibili.com/1627672132,见当加奈美official,保密,IP属地：广西,已举办
https://space.bilibili.com/1628829790,账号已注销,保密,IP属地：安徽,依婷别抖了
https://space.bilibili.com/164047032,夏川璃茉,男,IP属地：山东,怎么总感觉小菲的动捕像indexVR+tracker
https://space.bilibili.com/157308696,墨染凊尘,男,IP属地：山西,好嗯的热水器
https://space.bilibili.com/393993279,数ー数二的,保密,IP属地：福建,我到底是怎么了，
https://space.bilibili.com/291948969,-晚晚可爱喵-,保密,IP属地：四川,呃呃
https://space.bilibili.com/106295693,ヽ故梦c,保密,IP属地：广东,我超
https://space.bilibili.com/44004751,PROJECT-2501-,男,IP属地：北京,我天
https://space.bilibili.com/158081067,战法好玩爱玩,男,IP属地：湖北,呃呃呃👍
https://space.bilibili.com/40830549,一只嘻嘻恬豆,保密,IP属地：山东,[永雏塔菲_好热]
https://space.bilibili.com/143022122,Aoeas-114,女,IP属地：湖南,唐
https://space.bilibili.com/254148311,bili_89748029275,保密,IP属地：湖北,@这都不多说
https://space.bilibili.com/39187428,这都不多说,男,IP属地：湖北,[翻白眼]
https://space.bilibili.com/380004900,綾波丽゛,保密,IP属地：广西,已举办
https://space.bilibili.com/188811291,琴里酱の欧尼桑,男,IP属地：江苏,[永雏塔菲_好热]这是我能看的吗
https://space.bilibili.com/13039859,Bucklcy,保密,IP属地：湖北,我的任务捏
https://space.bilibili.com/72529635,卡布奇诺栗鼠,男,IP属地：马来西亚,举办喵
https://space.bilibili.com/398917688,单士,保密,IP属地：浙江,我发现抖音里有不同的视频
https://space.bilibili.com/187313160,Jhy7_,保密,IP属地：天津,[永雏塔菲_好热]
https://space.bilibili.com/16685173,星瞳今天吃阿梓,保密,IP属地：广东,[脸红][脸红][脸红][脸红][脸红][脸红][脸红][脸红][脸红][脸红][脸红][脸红]
https://space.bilibili.com/153320239,萝卜子前辈,男,IP属地：河北,唐氏综合征是21号染色体发生异常所致，常包括三体型、易位型、嵌合型3种类型，是最常见的染色体病。患儿常表现为发育迟缓、智力障碍，有鼻短小、鼻梁低、眼裂上斜、面部扁平等特殊面容，常呈张口伸舌样。近年来，产前唐氏筛查和产前诊断极大降低了患儿的出生。目前本病尚无有效的治疗方法，但可通过教育、培训帮助患者掌握一定的生存技能，最大程度地提高患者的生活质量。
https://space.bilibili.com/291331986,kingtheLucifer,男,IP属地：山东,我超，唐
https://space.bilibili.com/386481187,小小小进_,男,IP属地：江苏,举办了
https://space.bilibili.com/1664802413,三尼若,男,IP属地：广西,[猫雷Nyaru_牛b]
https://space.bilibili.com/357756374,囧月は四月ではない,男,IP属地：江苏,今天看到个塔菲的本子差点没把我吓死[辣眼睛]
https://space.bilibili.com/216966452,Kanra醤,保密,IP属地：湖北,🐊🐊
https://space.bilibili.com/388119424,老boki,男,IP属地：河北,@卐外星人卐 是不是你干的
https://space.bilibili.com/15427851,Gunzi_33,保密,IP属地：安徽,唐氏综合征是21号染色体发生异常所致，常包括三体型、易位型、嵌合型3种类型，是最常见的染色体病。患儿常表现为发育迟缓、智力障碍，有鼻短小、鼻梁低、眼裂上斜、面部扁平等特殊面容，常呈张口伸舌样。近年来，产前唐氏筛查和产前诊断极大降低了患儿的出生。目前本病尚无有效的治疗方法，但可通过教育、培训帮助患者掌握一定的生存技能，最大程度地提高患者的生活质量。
